time,label,ACCEL_X,ACCEL_Y,ACCEL_Z,BREATH,DIST,FSR0,FSR1,FSR2,FSR3,HEART,PIR,SW420,fsr_mean,fsr_std,fsr_max,fsr_min,fsr_range,accel_mag,fsr_mean_roll_std,accel_mag_roll_std
2026-09-05 17:50:13.893000+09:00,safe,1332.0,-320.0,18252.0,22.0,69.309,887.0,853.0,838.0,879.0,66.0,0.0,0.0,864.25,22.735801430050067,887.0,838.0,49.0,18303.33652643692,58.354091544638095,113.25678068255328
2026-09-05 17:50:14.903000+09:00,safe,1324.0,-244.0,18052.0,22.0,57.103,922.0,868.0,877.0,911.0,69.0,0.0,0.0,894.5,26.057628441590765,922.0,868.0,54.0,18102.132913002268,13.115353597978377,113.86127713310884
2026-09-05 17:50:15.889000+09:00,safe,1304.0,-300.0,18016.0,21.0,70.176,909.0,887.0,895.0,913.0,69.0,0.0,0.0,901.0,12.110601416389967,913.0,887.0,26.0,18065.621273568202,15.81336460086861,118.15348772461375
2026-09-05 17:50:16.885000+09:00,safe,1364.0,-184.0,18084.0,21.0,56.78,886.0,868.0,823.0,886.0,69.0,0.0,0.0,865.75,29.736341402398512,886.0,823.0,63.0,18136.30083561695,17.182294666312885,91.33371195112304
2026-09-05 17:50:17.891000+09:00,safe,1384.0,-304.0,18072.0,21.0,70.669,927.0,859.0,886.0,909.0,72.0,0.0,0.0,895.25,29.420797632513864,927.0,859.0,68.0,18127.466894191257,17.66935907156806,91.61423530629885
2026-09-05 17:50:18.928000+09:00,safe,1396.0,-340.0,17960.0,21.0,63.07,938.0,879.0,885.0,915.0,72.0,0.0,0.0,904.25,27.463612289718917,938.0,879.0,59.0,18017.38094174622,15.303798548073111,48.893640427799625
2026-09-05 17:50:19.895000+09:00,safe,1444.0,-244.0,18296.0,21.0,66.487,927.0,891.0,889.0,904.0,72.0,1.0,0.0,902.75,17.480942003603047,927.0,889.0,38.0,18354.51682829052,16.047196016750238,129.18545720559052
2026-09-05 17:50:20.889000+09:00,safe,1352.0,-376.0,17964.0,21.0,60.078,927.0,857.0,873.0,909.0,75.0,0.0,0.0,891.5,32.14031735997639,927.0,857.0,70.0,18018.728479002064,15.535845648049053,137.39947743467607
2026-09-05 17:50:21.912000+09:00,safe,1352.0,-340.0,18044.0,21.0,66.062,924.0,871.0,876.0,891.0,75.0,0.0,0.0,890.5,23.895606290697042,924.0,871.0,53.0,18097.774448809996,6.34576630518371,138.0978895319446
2026-09-05 17:50:22.895000+09:00,safe,1336.0,-280.0,17988.0,21.0,69.836,883.0,904.0,837.0,921.0,75.0,0.0,0.0,886.25,36.32606961031338,921.0,837.0,84.0,18039.71840134984,7.979270016737419,142.90772570184674
2026-09-05 17:50:23.889000+09:00,safe,1388.0,-268.0,18000.0,21.0,59.245,925.0,855.0,884.0,909.0,78.0,0.0,0.0,893.25,30.576407026769292,925.0,855.0,70.0,18055.424891151135,6.104813674470716,137.96206974299994
2026-09-05 17:50:24.885000+09:00,safe,1344.0,-208.0,17920.0,21.0,72.403,933.0,861.0,867.0,873.0,78.0,0.0,0.0,883.5,33.36165463522455,933.0,861.0,72.0,17971.533045347023,4.0117016339708895,46.52823756707741
2026-09-05 17:50:25.942000+09:00,safe,1364.0,-240.0,18100.0,21.0,811.291,908.0,881.0,909.0,903.0,78.0,0.0,0.0,900.25,13.098982148752373,909.0,881.0,28.0,18152.90874763601,6.507207542410547,67.5598819832579
2026-09-05 17:50:26.901000+09:00,safe,1388.0,-236.0,18132.0,21.0,157.063,879.0,863.0,873.0,883.0,80.0,0.0,0.0,874.5,8.698658900466592,883.0,863.0,20.0,18186.579227551287,9.774648331270262,87.54833078459951
2026-09-05 17:50:27.902000+09:00,safe,1384.0,-244.0,18084.0,22.0,158.117,925.0,920.0,876.0,887.0,80.0,0.0,0.0,902.0,24.179881444429512,925.0,876.0,49.0,18138.523864967625,11.61545306908019,86.9844029446305
2026-09-05 17:50:28.887000+09:00,safe,1408.0,-168.0,18152.0,22.0,145.469,926.0,888.0,891.0,908.0,80.0,0.0,0.0,903.25,17.53805386390786,926.0,888.0,38.0,18207.300513804894,12.948696845629073,93.3761870549635
2026-09-05 17:50:30.336000+09:00,safe,1352.0,-236.0,18060.0,22.0,156.553,910.0,893.0,886.0,887.0,83.0,0.0,0.0,894.0,11.105554165971787,910.0,886.0,24.0,18112.07332140636,11.891961570741984,37.917356717642015
2026-09-05 17:50:30.891000+09:00,safe,1432.0,-228.0,18080.0,22.0,157.199,920.0,893.0,875.0,901.0,83.0,0.0,0.0,897.25,18.661457606521523,920.0,875.0,45.0,18138.05414039775,11.620832586351291,39.12343568090387
2026-09-05 17:50:31.932000+09:00,safe,1328.0,-256.0,18080.0,22.0,811.274,917.0,896.0,875.0,923.0,83.0,0.0,0.0,902.75,21.823152842795196,923.0,875.0,48.0,18130.51350624135,4.04891960898259,36.28062336598237
2026-09-05 17:50:32.928000+09:00,safe,1388.0,-304.0,18032.0,22.0,810.917,880.0,883.0,870.0,887.0,83.0,0.0,0.0,880.0,7.2571803523590805,887.0,870.0,17.0,18087.896063390013,9.462755941056706,44.724416808264436
2026-09-05 17:50:33.929000+09:00,safe,1420.0,-144.0,17920.0,22.0,812.209,863.0,891.0,880.0,893.0,83.0,0.0,0.0,881.75,13.744695946679455,893.0,863.0,30.0,17976.749873099976,9.906752747495217,65.6950364441705
2026-09-05 17:50:34.928000+09:00,safe,1236.0,-268.0,18072.0,22.0,72.301,934.0,878.0,859.0,875.0,83.0,0.0,0.0,886.5,32.74650108535771,934.0,859.0,75.0,18116.200043055385,9.935101911908301,66.08126791822419
2026-09-05 17:50:35.890000+09:00,safe,1296.0,-236.0,18092.0,22.0,70.669,895.0,916.0,879.0,870.0,77.0,0.0,0.0,890.0,20.182500670960803,916.0,870.0,46.0,18139.894597268198,9.037076407777235,66.42093142959132
2026-09-05 17:50:36.915000+09:00,safe,1320.0,-276.0,18040.0,23.0,156.315,905.0,891.0,827.0,876.0,77.0,0.0,0.0,874.75,33.964442190816754,905.0,827.0,78.0,18090.33377248745,5.8965032010509555,62.65580785609034
2026-09-05 17:50:37.914000+09:00,safe,1364.0,-276.0,18096.0,23.0,156.655,907.0,882.0,907.0,903.0,77.0,0.0,0.0,899.75,11.98262631201246,907.0,882.0,25.0,18149.432167426065,9.333072913033753,69.6985504593609
2026-09-05 17:50:38.926000+09:00,safe,1416.0,-176.0,18004.0,23.0,811.019,762.0,735.0,713.0,743.0,71.0,0.0,0.0,738.25,20.2875166871979,762.0,713.0,49.0,18060.45536524481,67.45336351880465,36.47079794770626
2026-09-05 17:50:39.893000+09:00,safe,1288.0,-200.0,18212.0,23.0,155.924,940.0,863.0,907.0,921.0,71.0,0.0,0.0,907.75,32.75540667838924,940.0,863.0,77.0,18258.583953855785,70.31838308721272,75.73783071076382
2026-09-05 17:50:40.901000+09:00,safe,1304.0,-236.0,18204.0,23.0,158.695,933.0,892.0,826.0,829.0,71.0,0.0,0.0,870.0,51.86520991955976,933.0,826.0,107.0,18252.17050106644,68.88885976701897,90.91795808927894
2026-09-05 17:50:41.889000+09:00,safe,1304.0,-216.0,17968.0,23.0,68.697,925.0,867.0,905.0,886.0,68.0,0.0,0.0,895.75,24.91819950691997,925.0,867.0,58.0,18016.55061325558,70.7721696714182,109.57164699211107
2026-09-05 17:50:42.882000+09:00,safe,1472.0,-260.0,18044.0,23.0,64.787,922.0,889.0,862.0,917.0,68.0,0.0,0.0,897.5,27.76688675382964,922.0,862.0,60.0,18105.80901257936,70.48107015362355,111.09931215283711
2026-09-05 17:50:43.926000+09:00,safe,1484.0,-252.0,18200.0,23.0,811.495,888.0,903.0,891.0,877.0,68.0,0.0,0.0,889.75,10.688779163215974,903.0,877.0,26.0,18262.140071744056,13.976095663668149,112.19014043331553
2026-09-05 17:50:44.883000+09:00,safe,1356.0,-276.0,18168.0,23.0,73.032,884.0,875.0,894.0,901.0,66.0,0.0,0.0,888.5,11.387127235025815,901.0,875.0,26.0,18220.623919064903,10.9221678251162,106.60806908442856
2026-09-05 17:50:45.885000+09:00,safe,1404.0,-264.0,18168.0,23.0,119.493,922.0,895.0,886.0,875.0,66.0,0.0,0.0,894.5,20.074859899884732,922.0,875.0,47.0,18224.081211408164,3.8947079479729623,101.92897128990316
2026-09-05 17:50:46.889000+09:00,safe,1396.0,-128.0,18036.0,23.0,147.339,921.0,880.0,889.0,903.0,66.0,0.0,0.0,898.25,17.876893839068725,921.0,880.0,41.0,18090.39789501602,4.427894533523098,77.25189988386916
2026-09-05 17:50:47.891000+09:00,safe,1364.0,-260.0,17988.0,23.0,66.946,767.0,741.0,715.0,743.0,0.0,0.0,0.0,741.5,21.252450839060106,767.0,715.0,52.0,18041.51434885664,67.75253685287366,95.91289028826343
2026-09-05 17:50:48.915000+09:00,safe,1496.0,-216.0,18068.0,24.0,62.645,923.0,887.0,887.0,895.0,0.0,0.0,0.0,898.0,17.08800749063506,923.0,887.0,36.0,18131.114030858666,68.67623315237961,80.30669999993516
2026-09-05 17:50:49.883000+09:00,safe,1360.0,-236.0,17944.0,24.0,65.484,918.0,889.0,885.0,893.0,0.0,0.0,0.0,896.25,14.863265679744362,918.0,885.0,33.0,17997.011751954822,69.44633719642817,87.22548547623302
2026-09-05 17:50:50.880000+09:00,safe,1312.0,-212.0,18052.0,24.0,61.914,907.0,845.0,825.0,883.0,70.0,0.0,0.0,865.0,36.914315199752345,907.0,825.0,82.0,18100.856112350044,67.61688953212801,52.95771610196043
2026-09-05 17:50:51.890000+09:00,safe,1352.0,-176.0,18056.0,24.0,61.37,933.0,859.0,873.0,934.0,70.0,1.0,0.0,899.75,39.39014259092411,934.0,859.0,75.0,18107.402243281613,67.83311322650614,54.929508906137706
2026-09-05 17:50:52.886000+09:00,safe,1380.0,-236.0,18124.0,24.0,61.37,919.0,879.0,851.0,915.0,70.0,0.0,0.0,891.0,32.16623488483952,919.0,851.0,68.0,18177.99416877451,14.35378869845874,66.46790861907863
2026-09-05 17:50:53.911000+09:00,safe,1352.0,-292.0,17988.0,24.0,64.226,767.0,725.0,699.0,737.0,70.0,0.0,0.0,732.0,28.21347195933177,767.0,699.0,68.0,18041.10063161336,71.08608337783141,69.04744365181868
2026-09-05 17:50:54.881000+09:00,safe,1336.0,-200.0,18076.0,24.0,62.084,921.0,916.0,890.0,837.0,70.0,0.0,0.0,891.0,38.47943173523573,921.0,837.0,84.0,18126.408138404033,70.39309270091775,49.31299654117532
2026-09-05 17:50:55.885000+09:00,safe,1348.0,-312.0,17980.0,24.0,61.642,925.0,856.0,907.0,911.0,70.0,0.0,0.0,899.75,30.170349683091178,925.0,856.0,69.0,18033.159678769553,73.19439015389088,60.69019661417579
2026-09-05 17:50:56.880000+09:00,safe,1316.0,-240.0,17916.0,24.0,61.642,872.0,875.0,871.0,893.0,70.0,0.0,0.0,877.75,10.307764064044152,893.0,871.0,22.0,17965.87075540732,71.03990955793792,83.47742824597262
2026-09-05 17:50:57.884000+09:00,safe,1428.0,-144.0,18088.0,24.0,62.509,923.0,871.0,859.0,920.0,70.0,0.0,0.0,893.25,33.00883720056393,923.0,859.0,64.0,18144.85227275218,71.30546087081969,73.3517204039221
2026-09-05 17:50:58.880000+09:00,safe,1432.0,-184.0,17992.0,24.0,62.084,889.0,891.0,873.0,878.0,70.0,0.0,0.0,882.75,8.65544144839919,891.0,873.0,18.0,18049.83501309638,8.706319543871459,72.82338822812521
2026-09-05 17:50:59.878000+09:00,safe,1376.0,-316.0,17996.0,24.0,62.067,873.0,829.0,847.0,887.0,72.0,0.0,0.0,859.0,25.974346318370873,887.0,829.0,58.0,18051.29491200008,15.716233645501651,63.943352099823095
2026-09-05 17:51:00.886000+09:00,safe,1264.0,-108.0,18116.0,25.0,56.984,937.0,901.0,879.0,909.0,72.0,0.0,0.0,906.5,23.96525262402492,937.0,879.0,58.0,18160.36387300651,17.729389442391916,79.48141512395571
2026-09-05 17:51:01.898000+09:00,safe,1396.0,-208.0,18112.0,25.0,70.414,923.0,873.0,893.0,879.0,72.0,0.0,0.0,892.0,22.300971578236975,923.0,873.0,50.0,18166.910139041258,17.64883140607326,59.05062931999381
2026-09-05 17:51:02.895000+09:00,safe,1472.0,-260.0,18316.0,25.0,58.548,915.0,889.0,891.0,891.0,75.0,0.0,0.0,896.5,12.36931687685298,915.0,889.0,26.0,18376.894188083035,18.00659601368337,133.26522213211996
2026-09-05 17:51:03.880000+09:00,safe,1372.0,-288.0,18076.0,25.0,60.656,926.0,892.0,879.0,914.0,75.0,0.0,0.0,902.75,21.187653637594387,926.0,879.0,47.0,18130.281409840278,18.92716302037888,120.74822710693387
2026-09-05 17:51:04.919000+09:00,safe,1324.0,-288.0,18072.0,25.0,56.848,903.0,883.0,823.0,879.0,75.0,0.0,0.0,872.0,34.31229128655406,903.0,823.0,80.0,18122.723415645894,13.481932354080323,105.38386688103833
2026-09-05 17:51:05.884000+09:00,safe,1380.0,-212.0,18020.0,25.0,56.814,909.0,857.0,856.0,901.0,78.0,0.0,0.0,880.75,28.194266556636414,909.0,856.0,53.0,18074.007413963292,12.360976903141509,118.06280618909825
2026-09-05 17:51:06.879000+09:00,safe,1388.0,-252.0,18096.0,23.0,56.372,935.0,911.0,885.0,920.0,78.0,0.0,0.0,912.75,20.982135258357285,935.0,885.0,50.0,18150.902567090157,16.49564336423401,118.5247971174259
2026-09-05 17:51:07.877000+09:00,safe,1312.0,-204.0,18028.0,23.0,56.831,891.0,873.0,841.0,857.0,78.0,0.0,0.0,865.5,21.439838307848003,891.0,841.0,50.0,18076.828925450394,20.230700679907198,34.04969428321424
2026-09-05 17:51:08.886000+09:00,safe,1312.0,-228.0,18136.0,23.0,56.831,889.0,886.0,831.0,847.0,81.0,0.0,0.0,863.25,28.77933286231632,889.0,831.0,58.0,18184.824002447756,20.13284008777693,47.76596440483536
2026-09-05 17:51:09.884000+09:00,safe,1344.0,-276.0,18040.0,19.0,56.831,925.0,861.0,888.0,907.0,81.0,0.0,0.0,895.25,27.378519560658013,925.0,861.0,64.0,18092.10081776022,20.82816602584101,49.5567771659563
2026-09-05 17:51:10.892000+09:00,safe,1352.0,-208.0,18108.0,19.0,58.123,919.0,883.0,887.0,925.0,78.0,0.0,0.0,903.5,21.563858652847824,925.0,883.0,42.0,18159.593387518344,22.495416199750515,46.209462050068055
2026-09-05 17:51:11.877000+09:00,safe,1336.0,-248.0,18180.0,16.0,56.831,919.0,905.0,888.0,893.0,78.0,0.0,0.0,901.25,13.81725973797506,919.0,888.0,31.0,18230.710353686165,19.760282133613313,64.26150516640294
2026-09-05 17:51:12.892000+09:00,safe,1480.0,-192.0,18156.0,16.0,123.862,895.0,919.0,889.0,883.0,78.0,0.0,0.0,896.5,15.7797338380595,919.0,883.0,36.0,18217.23359898533,16.394930618944304,54.94443339294816
2026-09-05 17:51:13.893000+09:00,safe,1336.0,-264.0,18056.0,16.0,62.356,932.0,886.0,879.0,910.0,78.0,0.0,0.0,901.75,24.143667216615345,932.0,879.0,53.0,18107.283838279003,3.573338774871067,62.56099854144767
2026-09-05 17:51:14.888000+09:00,safe,1352.0,-236.0,18108.0,15.0,64.192,907.0,901.0,885.0,907.0,78.0,0.0,0.0,900.0,10.392304845413264,907.0,885.0,22.0,18159.935682705487,2.6136660077364695,49.84246304539419
2026-09-05 17:51:15.881000+09:00,safe,1316.0,-204.0,18096.0,15.0,63.223,904.0,921.0,869.0,918.0,78.0,0.0,0.0,903.0,23.84673283002656,921.0,869.0,52.0,18144.935601979963,2.4811791551593196,51.378967301295546
2026-09-05 17:51:16.883000+09:00,safe,1248.0,-244.0,18036.0,15.0,61.387,919.0,875.0,873.0,907.0,78.0,0.0,0.0,893.5,23.057898140695016,919.0,873.0,46.0,18080.772549866335,3.9067249711231518,52.307762861192515
2026-09-05 17:51:17.879000+09:00,safe,1412.0,-164.0,17884.0,17.0,63.087,924.0,889.0,863.0,917.0,78.0,0.0,0.0,898.25,27.944886234634534,924.0,863.0,61.0,17940.404008828787,3.705570131571813,87.4874147938549
2026-09-05 17:51:18.879000+09:00,safe,1360.0,-332.0,18076.0,17.0,62.645,883.0,861.0,847.0,873.0,78.0,0.0,0.0,866.0,15.534906930308058,883.0,847.0,36.0,18130.129618951985,15.018322143302058,89.40886505250779
2026-09-05 17:51:19.885000+09:00,safe,1420.0,-212.0,18392.0,17.0,62.22,891.0,836.0,819.0,883.0,78.0,0.0,0.0,857.25,35.19824806246281,891.0,819.0,72.0,18447.954032900234,20.573496299851346,185.68337805281678
2026-09-05 17:51:20.876000+09:00,safe,1332.0,-288.0,17936.0,18.0,63.053,859.0,851.0,877.0,872.0,78.0,0.0,0.0,864.75,11.89887949906769,877.0,851.0,26.0,17987.69757361959,18.57030559791619,199.32378302135575
2026-09-05 17:51:21.880000+09:00,safe,1404.0,-172.0,18128.0,18.0,62.22,915.0,907.0,873.0,884.0,78.0,0.0,0.0,894.75,19.56825660774783,915.0,873.0,42.0,18183.101605611733,18.871605655057476,199.87652039511045
2026-09-05 17:51:22.910000+09:00,safe,1360.0,-292.0,17948.0,18.0,62.492,831.0,877.0,851.0,858.0,80.0,0.0,0.0,854.25,18.997806890972093,877.0,831.0,46.0,18001.82124119668,16.06976975566226,186.122323408886
2026-09-05 17:51:23.898000+09:00,safe,1384.0,-216.0,18036.0,19.0,61.948,922.0,903.0,875.0,894.0,80.0,0.0,0.0,898.5,19.53629101612347,922.0,875.0,47.0,18090.312545669298,21.136165688222587,188.03455202438587
2026-09-05 17:51:24.883000+09:00,safe,1332.0,-280.0,17952.0,19.0,62.492,921.0,875.0,896.0,914.0,80.0,0.0,0.0,901.5,20.566963801203133,921.0,875.0,46.0,18003.52543253682,21.6787626491919,83.14089476793191
2026-09-05 17:51:25.879000+09:00,safe,1304.0,-228.0,18148.0,19.0,61.642,934.0,891.0,901.0,893.0,83.0,0.0,0.0,904.75,19.972898304118676,934.0,891.0,43.0,18196.216749643318,20.735687835227406,93.64637343745996
2026-09-05 17:51:26.878000+09:00,safe,1372.0,-288.0,18096.0,21.0,63.07,925.0,902.0,841.0,905.0,83.0,0.0,0.0,893.25,36.29853073243231,925.0,841.0,84.0,18150.22159644339,20.674108203257468,86.8181877482764
2026-09-05 17:51:27.888000+09:00,safe,1372.0,-220.0,18144.0,21.0,64.328,905.0,876.0,845.0,878.0,83.0,0.0,0.0,876.0,24.535688292770594,905.0,845.0,60.0,18197.129443953516,11.329441733818882,81.91324748340946
2026-09-05 17:51:28.879000+09:00,safe,1356.0,-116.0,18220.0,21.0,62.645,911.0,864.0,867.0,885.0,86.0,0.0,0.0,881.75,21.592822881689184,911.0,864.0,47.0,18270.757838688576,12.388754981837243,99.33997528089355
2026-09-05 17:51:29.915000+09:00,safe,1320.0,-268.0,18156.0,20.0,61.489,895.0,905.0,883.0,883.0,86.0,0.0,0.0,891.5,10.63014581273465,905.0,883.0,22.0,18205.893551265206,11.100957165938315,43.18589228669212
2026-09-05 17:51:30.896000+09:00,safe,1372.0,-232.0,18040.0,20.0,57.256,904.0,907.0,851.0,895.0,86.0,0.0,0.0,889.25,26.004807247891687,907.0,851.0,56.0,18093.584719452363,7.259907024197858,66.13125507952222
2026-09-05 17:51:31.881000+09:00,safe,1276.0,-188.0,17956.0,20.0,63.189,758.0,735.0,711.0,745.0,89.0,0.0,0.0,737.25,19.872510326243805,758.0,711.0,47.0,18002.26252447175,66.19445784958131,105.9005694413393
2026-09-05 17:51:32.882000+09:00,safe,1228.0,-296.0,17880.0,20.0,60.673,903.0,877.0,895.0,921.0,89.0,0.0,0.0,899.0,18.257418583505537,921.0,877.0,44.0,17924.564150907547,68.75522707401959,142.07521363739005
2026-09-05 17:51:34.324000+09:00,safe,1352.0,-196.0,17992.0,20.0,63.988,903.0,858.0,843.0,871.0,89.0,0.0,0.0,868.75,25.53918557824427,903.0,843.0,60.0,18043.790732548412,67.9564658439504,105.08714674666386
2026-09-05 17:51:34.941000+09:00,safe,1292.0,-260.0,18120.0,20.0,62.781,880.0,845.0,859.0,875.0,90.0,0.0,0.0,864.75,15.924300089276556,880.0,845.0,35.0,18167.863495744346,65.58782280271237,91.89488129607614
2026-09-05 17:51:35.918000+09:00,safe,1392.0,-216.0,18060.0,19.0,63.087,903.0,875.0,840.0,893.0,90.0,0.0,0.0,877.75,27.70529431955801,903.0,840.0,63.0,18114.853573794077,64.13170042966267,95.06200571809829
2026-09-05 17:51:36.883000+09:00,safe,1332.0,-252.0,18028.0,19.0,62.373,927.0,855.0,895.0,903.0,90.0,0.0,0.0,895.0,29.93325909419153,927.0,855.0,72.0,18078.896869001714,15.367782858955149,91.41460966742255
2026-09-05 17:51:37.879000+09:00,safe,1364.0,-212.0,18312.0,19.0,64.498,750.0,735.0,725.0,742.0,90.0,0.0,0.0,738.0,10.614455552060438,750.0,725.0,25.0,18363.953387002482,63.050723627885475,126.08681970456773
2026-09-05 17:51:38.881000+09:00,safe,1392.0,-236.0,18104.0,19.0,61.506,920.0,901.0,879.0,892.0,90.0,0.0,0.0,898.0,17.224014243685083,920.0,879.0,41.0,18158.969574290277,66.61489135321017,110.50622220318283
2026-09-05 17:51:39.889000+09:00,safe,1268.0,-196.0,17996.0,19.0,65.042,874.0,825.0,879.0,887.0,90.0,0.0,0.0,866.25,28.01636426566921,887.0,825.0,62.0,18041.68107466707,66.67481721009811,126.35907338594961
2026-09-05 17:51:40.877000+09:00,safe,1216.0,-108.0,18180.0,19.0,64.294,878.0,844.0,859.0,883.0,90.0,0.0,0.0,866.0,17.944358444926362,883.0,844.0,39.0,18220.941797832515,65.87478652716831,127.53280179132132
2026-09-05 17:51:41.892000+09:00,safe,1400.0,-308.0,18080.0,18.0,63.002,872.0,845.0,845.0,892.0,90.0,0.0,0.0,863.5,22.869193252058544,892.0,845.0,47.0,18136.737964694752,62.21675819262842,119.22853420426385
2026-09-05 17:51:42.880000+09:00,safe,1352.0,-236.0,18172.0,18.0,62.628,923.0,881.0,892.0,937.0,90.0,0.0,0.0,908.25,26.145426623662757,937.0,881.0,56.0,18223.753290691795,21.086577484266968,74.59178608798555
2026-09-05 17:51:44.347000+09:00,safe,1392.0,-256.0,18168.0,18.0,62.22,916.0,872.0,878.0,918.0,85.0,0.0,0.0,896.0,24.385788210895843,918.0,872.0,46.0,18223.046507101935,20.684384206448946,80.4170012945564
2026-09-05 17:51:44.884000+09:00,safe,1256.0,-176.0,18128.0,17.0,62.22,923.0,893.0,891.0,914.0,85.0,0.0,0.0,905.25,15.75595125658873,923.0,891.0,32.0,18172.311245408495,21.538773177690388,39.35396456142504
2026-09-05 17:51:47.319000+09:00,safe,1372.0,-212.0,18168.0,17.0,63.07,927.0,921.0,883.0,915.0,85.0,0.0,0.0,911.5,19.621416870348583,927.0,883.0,44.0,18220.964628690766,19.54529994653434,39.3576762416545
2026-09-05 17:51:47.487000+09:00,safe,1424.0,-204.0,18032.0,17.0,65.195,933.0,875.0,891.0,905.0,82.0,0.0,0.0,901.0,24.60352278299458,933.0,875.0,58.0,18089.290091100866,6.084303575594776,58.224539363211996
2026-09-05 17:51:47.889000+09:00,safe,1324.0,-220.0,17960.0,16.0,63.478,937.0,883.0,875.0,904.0,82.0,0.0,0.0,899.75,27.681221071332818,937.0,875.0,62.0,18010.079844353826,5.925052742380896,92.05637126782698
2026-09-05 17:51:48.887000+09:00,safe,1392.0,-232.0,18304.0,16.0,63.495,927.0,927.0,870.0,877.0,82.0,0.0,0.0,900.25,31.0201547384922,927.0,870.0,57.0,18358.31974882233,4.947853069766244,132.43434424767509
2026-09-05 17:51:49.902000+09:00,safe,1312.0,-224.0,18180.0,16.0,63.478,873.0,875.0,855.0,875.0,79.0,0.0,0.0,869.5,9.71253485622231,875.0,855.0,20.0,18228.656560481904,15.802096379910958,135.03143300261434
2026-09-05 17:51:50.879000+09:00,safe,1400.0,-124.0,18292.0,15.0,62.56,895.0,863.0,855.0,862.0,79.0,0.0,0.0,868.75,17.858238061652855,895.0,855.0,40.0,18345.91616682034,17.101352285711066,154.35028820373796
2026-09-05 17:51:51.894000+09:00,safe,1296.0,-220.0,18108.0,15.0,63.342,915.0,879.0,829.0,887.0,79.0,0.0,0.0,877.5,35.828294219327084,915.0,829.0,86.0,18155.651461734993,15.760512364767687,144.28183994240487
